,Objeto do Contrato,Tipo de Procedimento,Tipo(s) de Contrato,CPV,CPV Tipo ,CPV Designação,CPV Valor,Entidade(s) Adjudicante(s),Entidade(s) Adjudicatária(s),Preço Contratual,Data de Publicação,Data de Celebração do Contrato,Prazo de Execução,Fundamentação,Causa de Extinção do Contrato,Data de Fecho do Contrato,Preço Total Efetivo,Causas das Alterações ao Prazo,Causas das Alterações ao Preço,Estado,N.º registo do Acordo Quadro,Descrição do Acordo Quadro,Procedimento Centralizado,Ligação para Peças do Procedimento,Lista de Fornecedores (cocontratantes),Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE,groupMembers,CPV_VALOR_TRIM,NIF_AJUDICARIO,Nome_tratado
531,"AD-2019-145 AJUSTE DIRETO PARA A AQUISIÇÃO DE SERINGA 3 PEÇAS INSULINA COM AGULHA 26GX1/2 – 1CC (0,45X12MM) NO ÂMBITO DO PROGRAMA TROCA DE SERINGAS 2020",Ajuste Direto Regime Geral,Aquisição de bens móveis,33100000-1,Principal,Equipamento médico,14800.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","B Braun, Lda (501506543)","14.800,00 €",07-01-2020,2020-01-07,259 dias,"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,14800.0,501506543,B. Braun Medica Lda. (501506543)
532,AD-2019-144 AJUSTE DIRETO PARA A AQUISIÇÃO DE ÁGUA BIDESTILADA P.P.I. [5ML] NO ÂMBITO DO PROGRAMA TROCA DE SERINGAS 2020,Ajuste Direto Regime Geral,Aquisição de bens móveis,33600000-6,Principal,Produtos farmacêuticos,13520.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","LABESFAL-LABORATORIOS ALMIRO, S.A. (501169580)","13.520,00 €",06-01-2020,2020-01-06,360 dias,"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,13520.0,501169580,"Labesfal - Laboratórios Almiro, S.A. (501169580)"
533,"Substituição da Alcatifa do Espaço da AV5OUT, por vinil acústico",Ajuste Direto Regime Geral,Aquisição de serviços,50800000-3,Principal,Serviços de reparação e manutenção diversos,19552.5 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","MARQUES & FREDERICO, LDA. (500185018)","19.552,50 €",07-01-2022,2018-07-13,5 dias,"Artigo 21.º, n.º 1, alínea c) do Código dos Contratos Públicos",Cumprimento integral do contrato,28-08-2018,"19.552,50 €",,,,Não aplicável.,Não aplicável.,False,,False,,,19552.5,500185018,"MARQUES & FREDERICO, LDA. (500185018)"
534,Parceria para a inovação para o desenho e desenvolvimento da plataformas e3P,Parceria para a inovação,Aquisição de serviços,72200000-7,Principal,Serviços de consultoria e de programação de software,196500.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Vortal - Comércio Eletrónico Consultadoria e Multimédia, S.A (505141019)","196.500,00 €",05-07-2021,2019-11-07,47 dias,"Artigo 21.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,196500.0,505141019,"Vortal - Comércio Eletrónico Consultadoria e Multimédia, S.A (505141019)"
535,Convite ao abrigo de acordo quadro - Serviços de suporte técnico aos colaboradores da SPMS,Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,22968.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","Optimizer – Serviços e Consultadoria Informática, Lda., (504775936), ITSECTOR - SISTEMAS DE INFORMAÇÃO, S.A. (507291727), Claranet II Solutions, S.A.  (510728189)","22.968,00 €",17-11-2020,2020-11-05,51 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1423482,CELEBRAÇÃO DE ACORDO QUADRO PARA PRESTAÇÃO DE SERVIÇOS TIC E INTEROPERABILIDADE NA ÁREA DA SAÚDE,False,,False,,,22968.0,504775936,"Optimizer – Serviços e Consultadoria Informática, Lda., (504775936), Claranet II Solutions, S.A.  (510728189), ITSECTOR - SISTEMAS DE INFORMAÇÃO, S.A. (507291727)"
536,Aquisição de infraestrutura para redundância do processo do boletim da DGS,Ajuste Direto Regime Geral,Concessão de serviços públicos<br/>Aquisição de bens móveis,30200000-1,Principal,Equipamento e material informático,30000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Pahldata Portugal - Comércio de Equipamento de Informática, SA (501823913)","30.000,00 €",29-10-2020,2020-09-29,92 dias,"Artigo 2º, n.º 1 do DL . nº 10-A/2020, de 13.03",Cumprimento integral do contrato,31-12-2020,"30.000,00 €",,,,Não aplicável.,Não aplicável.,False,,False,,,30000.0,501823913,"Pahldata Portugal - Comércio de Equipamento de Informática, SA (501823913)"
537,"Execução de empreitada para estruturação e reformulação de cablagem de dados de Datacenter, por forma a cumprir as normas de certificação TIER2 ou superior",Concurso público,Empreitadas de obras públicas,45259000-7,Principal,Reparação e manutenção de instalações,175000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",MAXIGLOBAL EQUIPAMENTOS E SERVIÇOS DE INFORMATICA SA (504320882),"175.000,00 €",04-06-2020,2019-11-28,150 dias,"Artigo 19.º, alínea b) do Código dos Contratos Públicos",Cumprimento integral do contrato,12-10-2020,"175.000,00 €","Ocorreu uma suspensão no contrato por força do art.º 298º do CCP, tendo sido consignada a obra em 11/02/2020",,,Não aplicável.,Não aplicável.,False,,False,,,175000.0,504320882,"MAXIGLOBAL - Equipamentos e Serviços de Informática, S.A. (504320882)"
538,"Fornecimento de eletricidade ao abrigo dos Lotes 3, 4 e  8 do acordo quadro da ESPAP para os Serviços Partilhados do Ministério da Saúde (SPMS)",Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de bens móveis,09310000-5,Principal,Electricidade,461805.16 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (SNCP) (509540716)","Iberdrola Clientes Portugal, Unipessoal, Lda (502124083)","461.805,16 €",19-03-2020,2019-12-30,1095 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1494502,Acordo quadro para o fornecimento de eletricidade em regime de mercado livre para Portugal Continental,True,,False,,,461805.16,502124083,"Iberdrola Clientes Portugal, Unipessoal, Lda (502124083)"
539,"Aquisição de mobiliário para as instalações da SPMS, EPE - Mobiliário para Knowledge Center da SPMS",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,7773.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",JULCAR  MOBILIARIO INTEGRADO SA (501140263),"7.773,00 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,7773.0,501140263,JULCAR  MOBILIARIO INTEGRADO SA (501140263)
540,"Aquisição de mobiliário para as instalações da SPMS, EPE - Cacifos metálicos",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,392.5 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Rasia Racionalização de Sistemas Administrativos, Lda. (500880620)","392,50 €",19-03-2020,2019-12-30,1 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,392.5,500880620,"Rasia Racionalização de Sistemas Administrativos, Lda. (500880620)"
541," Aquisição de mobiliário para as instalações da SPMS, EPE -  cadeiras para mesas de reuniões",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,2426.34 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",JULCAR  MOBILIARIO INTEGRADO SA (501140263),"2.426,34 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,2426.34,501140263,JULCAR  MOBILIARIO INTEGRADO SA (501140263)
542," Aquisição de mobiliário para as instalações da SPMS, EPE - Mesas de Reuniões",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,555.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",JULCAR  MOBILIARIO INTEGRADO SA (501140263),"555,00 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,555.0,501140263,JULCAR  MOBILIARIO INTEGRADO SA (501140263)
543,"Aquisição de mobiliário para as instalações da SPMS, EPE - Bloco de gavetas",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,1155.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Euroshelves - Estantes Metálicas, Lda  (504204440)","1.155,00 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,1155.0,504204440,"Euroshelves - Estantes Metálicas, Lda  (504204440)"
544,"Aquisição de mobiliário para as instalações da SPMS, EPE - Cadeiras de Bancada",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,520.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Euroshelves - Estantes Metálicas, Lda  (504204440)","520,00 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,520.0,504204440,"Euroshelves - Estantes Metálicas, Lda  (504204440)"
545,"Aquisição de mobiliário para as instalações da SPMS, EPE - lote 3 - cadeiras de secretária ergonómicas - linhas executivo",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,3021.9 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",JULCAR  MOBILIARIO INTEGRADO SA (501140263),"3.021,90 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,3021.9,501140263,JULCAR  MOBILIARIO INTEGRADO SA (501140263)
546,"Aquisição de mobiliário para as instalações da SPMS, EPE - cadeiras de secretária ergonómica",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,63158.4 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Alpia 2 - New Concept, Lda. (510105327)","63.158,40 €",19-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,63158.4,510105327,"Alpia 2 - New Concept, Lda. (510105327)"
547,"Aquisição de mobiliário para as instalações da SPMS, EPE - lote 1 - secretárias",Concurso público,Aquisição de bens móveis,39100000-3,Principal,Mobiliário,2556.9 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",Nautilus S.A. (503653179),"2.556,90 €",19-03-2020,2019-12-16,14 dias,"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,2556.9,503653179,Nautilus S.A. (503653179)
548,"Fornecimento de combustíveis rodoviários para os estabelecimentos e serviços do SNS, orgãos e serviços do Ministério da Saúde e outras entidades com ativdades específicas da área da saúde",Concurso público,Aquisição de bens móveis,09100000-0,Principal,Combustíveis,9274.5 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Petrogal, S.A. (500697370)","9.274,50 €",11-03-2020,2019-12-27,365 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,True,,False,,,9274.5,500697370,"Petrogal, S.A. (500697370)"
549,"Serviços de gestão de projeto e apoio funcional no âmbito dos produtos SONHO, SCLÍNICO e SUITE HOSPITALAR",Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,121344.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",Tmestamp - Sistemas de Informação SA (506360237),"121.344,00 €",11-03-2020,2019-12-13,15 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1423482,CELEBRAÇÃO DE ACORDO QUADRO PARA PRESTAÇÃO DE SERVIÇOS TIC E INTEROPERABILIDADE NA ÁREA DA SAÚDE,False,,False,,,121344.0,506360237,"Timestamp - Sistemas de Informação, S.A. (506360237)"
550,Aquisição de equipamento informático para a SPMS - aquisição de equipamento informático para postos de trabalho para colaboradores na SPMS - Perfil Programadores IV,Concurso público,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,23230.6 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)",Mbit - Computadores e Serviços de Informática SA (502764406),"23.230,60 €",09-03-2020,2019-12-23,7 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,23230.6,502764406,Mbit - Computadores e Serviços de Informática SA (502764406)
551,Aquisição de equipamento informático para a SPMS - aquisição de equipamento informático para postos de trabalho para colaboradores na SPMS - Perfil Programadores III,Concurso público,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,77675.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Basedois - Informática e Telecomunicações, Lda. (501333401)","77.675,00 €",09-03-2020,2019-12-11,19 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,77675.0,501333401,BASE 2 (501333401)
552,Aquisição de equipamento informático para a SPMS - aquisição de equipamento informático para postos de trabalho para colaboradores na SPMS - Perfil Programadores II,Concurso público,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,89625.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Basedois - Informática e Telecomunicações, Lda. (501333401)","89.625,00 €",09-03-2020,2019-12-11,19 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,89625.0,501333401,BASE 2 (501333401)
553,Aquisição de equipamento informático para a SPMS - aquisição de equipamento informático para postos de trabalho dos colaboradores da SPMS - Perfil Chefias Intermédias,Concurso público,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,66000.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Basedois - Informática e Telecomunicações, Lda. (501333401)","66.000,00 €",09-03-2020,2019-12-11,19 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,66000.0,501333401,BASE 2 (501333401)
554,Aquisição de equipamento informático para a SPMS - aquisição de equipamento informático para postos de trabalho dos colaboradores da SPMS - Perfil Programadores I,Concurso público,Aquisição de bens móveis,30230000-0,Principal,Equipamento informático,89625.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Basedois - Informática e Telecomunicações, Lda. (501333401)","89.625,00 €",09-03-2020,2019-12-11,19 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,89625.0,501333401,BASE 2 (501333401)
555,"Concurso Público para aquisição de 828 computadores para o Centro Hospitalar de São João, EPE",Concurso público,Aquisição de bens móveis,30200000-1,Principal,Equipamento e material informático,444480.0 € ,"Centro Hospitalar Universitário de São João, E. P. E. (509821197), SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","Base2 – Informática e Telecomunicações, Lda. (501333401)","444.480,00 €",06-03-2020,2019-09-04,30 dias,"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,444480.0,501333401,BASE 2 (501333401)
556,"Serviços de conceção, desenvolvimento e manutenção aplicacional de soluções desenvolvidas à medida para o RENTEV e RENNDA",Ao abrigo de acordo-quadro (art.º 259.º),Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,141024.0 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","ITEN SOLUTIONS - Sistemas de Informação, S.A. (510728189), ITSECTOR – SISTEMAS DE INFORMAÇÃO, S.A. (507291727), Optimizer - Serviços e Consultadoria Informática, Lda. (504775936)","141.024,00 €",03-03-2020,2020-02-11,1053 dias,Artigo 259.º do Código dos Contratos Públicos,,,,,,,1423482,CELEBRAÇÃO DE ACORDO QUADRO PARA PRESTAÇÃO DE SERVIÇOS TIC E INTEROPERABILIDADE NA ÁREA DA SAÚDE,False,,False,,,141024.0,510728189,"CLARANET II SOLUTIONS, S.A. (510728189)"
557,"Serviços de viagens e alojamento para apoio ao evento "" Workshop GDHP""",Ajuste Direto Regime Geral,Aquisição de serviços,63510000-7,Principal,Serviços de agências de viagens e serviços similares,15000.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)","LUSANOVA - EXCURSÕES E TURISMO, LDA (500170894)","15.000,00 €",24-02-2020,2019-12-30,1 dias,"Artigo 20.º, n.º 1, alínea d) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,15000.0,500170894,"LUSANOVA - EXCURSÕES E TURISMO, LDA (500170894)"
558,Serviços de manutenção evolutiva no sistema de informação clínico dos cuidados de saúde primários,Ajuste Direto Regime Geral,Aquisição de serviços,72500000-0,Principal,Serviços relacionados com a informática,19536.0 € ,"SPMS- Serviços Partilhados do M. da Saúde, E.P.E. (509540716)",MATCH PROFILER-CONSULTADORIA E DESENVOLVIMENTO DE SISTEMA DE GESTÃO LDA (504642251),"19.536,00 €",18-02-2020,2019-12-31,90 dias,"Artigo 24.º, n.º 1, alínea c) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,19536.0,504642251,MATCH PROFILER LDA (504642251)
559,Serviços de renovação da licença JIRA e CONFLUENCE - SPMSPT.ATLASSIAN.NET,Ajuste Direto Regime Geral,Aquisição de bens móveis,22456000-1,Principal,Licenças,51728.01 € ,"SPMS - Serviços Partilhados do Ministério da Saúde, E. P. E. (509540716)","XpandSolutions, Lda (503068861)","51.728,01 €",14-02-2020,2019-12-30,1 dias,"Artigo 24.º, n.º 1, alínea e), subalínea ii) do Código dos Contratos Públicos",,,,,,,Não aplicável.,Não aplicável.,False,,False,,,51728.01,503068861,"Xpand Solutions - Informatica e Novas Tecnologias, Lda. (503068861)"
